"VendorID16","VendorID10","VendorName","DeviceID16","DeviceID10","DeviceName"
"03f0","1008","Hewlett-Packard","1002","4098","PhotoSmart 140 series"
"03f0","1008","Hewlett-Packard","1004","4100","DeskJet 970c/970cse"
"03f0","1008","Hewlett-Packard","1005","4101","ScanJet 5400c"
"03f0","1008","Hewlett-Packard","1011","4113","OfficeJet V40xi"
"03f0","1008","Hewlett-Packard","1016","4118","Jornada 548 / iPAQ HW6515 Pocket PC"
"03f0","1008","Hewlett-Packard","1017","4119","LaserJet 1300"
"03f0","1008","Hewlett-Packard","1024","4132","Smart Card Keyboard"
"03f0","1008","Hewlett-Packard","1027","4135","Virtual keyboard and mouse"
"03f0","1008","Hewlett-Packard","102a","4138","LaserJet Professional P 1102w"
"03f0","1008","Hewlett-Packard","1102","4354","PhotoSmart 240 series"
"03f0","1008","Hewlett-Packard","1104","4356","DeskJet 959c"
"03f0","1008","Hewlett-Packard","1105","4357","ScanJet 5470c/5490c"
"03f0","1008","Hewlett-Packard","1111","4369","OfficeJet v60"
"03f0","1008","Hewlett-Packard","1116","4374","Jornada 568 Pocket PC"
"03f0","1008","Hewlett-Packard","1117","4375","LaserJet 1300n"
"03f0","1008","Hewlett-Packard","1151","4433","PSC-750xi Printer/Scanner/Copier"
"03f0","1008","Hewlett-Packard","1198","4504","HID-compliant mouse"
"03f0","1008","Hewlett-Packard","1202","4610","PhotoSmart 320 series"
"03f0","1008","Hewlett-Packard","1204","4612","DeskJet 930c"
"03f0","1008","Hewlett-Packard","1205","4613","ScanJet 4500C/5550C"
"03f0","1008","Hewlett-Packard","1211","4625","OfficeJet v60xi"
"03f0","1008","Hewlett-Packard","1217","4631","LaserJet 2300L"
"03f0","1008","Hewlett-Packard","1227","4647","Virtual CD-ROM"
"03f0","1008","Hewlett-Packard","1302","4866","PhotoSmart 370 series"
"03f0","1008","Hewlett-Packard","1305","4869","ScanJet 4570c"
"03f0","1008","Hewlett-Packard","1311","4881","OfficeJet V30"
"03f0","1008","Hewlett-Packard","1312","4882","DeskJet 460"
"03f0","1008","Hewlett-Packard","1317","4887","LaserJet 1005"
"03f0","1008","Hewlett-Packard","1327","4903","iLO Virtual Hub"
"03f0","1008","Hewlett-Packard","134a","4938","Optical Mouse"
"03f0","1008","Hewlett-Packard","1405","5125","ScanJet 3670"
"03f0","1008","Hewlett-Packard","1411","5137","PSC 750"
"03f0","1008","Hewlett-Packard","1424","5156","f2105 Monitor Hub"
"03f0","1008","Hewlett-Packard","1502","5378","PhotoSmart 420 series"
"03f0","1008","Hewlett-Packard","1504","5380","DeskJet 920c"
"03f0","1008","Hewlett-Packard","150c","5388","Mood Lighting (Microchip Technology Inc.)"
"03f0","1008","Hewlett-Packard","1511","5393","PSC 750xi"
"03f0","1008","Hewlett-Packard","1512","5394","Printing Support"
"03f0","1008","Hewlett-Packard","1517","5399","color LaserJet 3500"
"03f0","1008","Hewlett-Packard","1524","5412","Smart Card Keyboard - KR"
"03f0","1008","Hewlett-Packard","1539","5433","Mini Magnetic Stripe Reader"
"03f0","1008","Hewlett-Packard","1541","5441","Prime [G8X92AA]"
"03f0","1008","Hewlett-Packard","1602","5634","PhotoSmart 330 series"
"03f0","1008","Hewlett-Packard","1604","5636","DeskJet 940c"
"03f0","1008","Hewlett-Packard","1605","5637","ScanJet 5530C PhotoSmart"
"03f0","1008","Hewlett-Packard","1611","5649","psc 780"
"03f0","1008","Hewlett-Packard","1617","5655","LaserJet 3015"
"03f0","1008","Hewlett-Packard","161d","5661","Wireless Rechargeable Optical Mouse (HID)"
"03f0","1008","Hewlett-Packard","1624","5668","Smart Card Keyboard - JP"
"03f0","1008","Hewlett-Packard","1702","5890","PhotoSmart 380 series"
"03f0","1008","Hewlett-Packard","1704","5892","DeskJet 948C"
"03f0","1008","Hewlett-Packard","1705","5893","ScanJet 5590"
"03f0","1008","Hewlett-Packard","1711","5905","psc 780xi"
"03f0","1008","Hewlett-Packard","1712","5906","Printing Support"
"03f0","1008","Hewlett-Packard","1717","5911","LaserJet 3020"
"03f0","1008","Hewlett-Packard","171d","5917","Bluetooth 2.0 Interface [Broadcom BCM2045]"
"03f0","1008","Hewlett-Packard","1801","6145","Inkjet P-2000U"
"03f0","1008","Hewlett-Packard","1802","6146","PhotoSmart 470 series"
"03f0","1008","Hewlett-Packard","1804","6148","DeskJet 916C"
"03f0","1008","Hewlett-Packard","1805","6149","ScanJet 7650"
"03f0","1008","Hewlett-Packard","1811","6161","PSC 720"
"03f0","1008","Hewlett-Packard","1812","6162","OfficeJet Pro K550"
"03f0","1008","Hewlett-Packard","1817","6167","LaserJet 3030"
"03f0","1008","Hewlett-Packard","181d","6173","Bluetooth 2.0 Interface"
"03f0","1008","Hewlett-Packard","1902","6402","PhotoSmart A430 series"
"03f0","1008","Hewlett-Packard","1904","6404","DeskJet 3820"
"03f0","1008","Hewlett-Packard","1911","6417","OfficeJet V45"
"03f0","1008","Hewlett-Packard","1917","6423","LaserJet 3380"
"03f0","1008","Hewlett-Packard","1a02","6658","PhotoSmart A510 series"
"03f0","1008","Hewlett-Packard","1a11","6673","OfficeJet 5100 series"
"03f0","1008","Hewlett-Packard","1a17","6679","color LaserJet 4650"
"03f0","1008","Hewlett-Packard","1b02","6914","PhotoSmart A610 series"
"03f0","1008","Hewlett-Packard","1b04","6916","DeskJet 3810"
"03f0","1008","Hewlett-Packard","1b05","6917","ScanJet 4850C/4890C"
"03f0","1008","Hewlett-Packard","1b07","6919","Premium Starter Webcam"
"03f0","1008","Hewlett-Packard","1c02","7170","PhotoSmart A710 series"
"03f0","1008","Hewlett-Packard","1c17","7191","Color LaserJet 2550l"
"03f0","1008","Hewlett-Packard","1d02","7426","PhotoSmart A310 series"
"03f0","1008","Hewlett-Packard","1d17","7447","LaserJet 1320"
"03f0","1008","Hewlett-Packard","1d24","7460","Barcode scanner"
"03f0","1008","Hewlett-Packard","1e02","7682","PhotoSmart A320 Printer series"
"03f0","1008","Hewlett-Packard","1e11","7697","PSC-950"
"03f0","1008","Hewlett-Packard","1e17","7703","LaserJet 1160 series"
"03f0","1008","Hewlett-Packard","1f02","7938","PhotoSmart A440 Printer series"
"03f0","1008","Hewlett-Packard","1f11","7953","PSC 920"
"03f0","1008","Hewlett-Packard","1f12","7954","OfficeJet Pro K5300"
"03f0","1008","Hewlett-Packard","1f17","7959","color LaserJet 5550"
"03f0","1008","Hewlett-Packard","1f1d","7965","un2400 Gobi Wireless Modem"
"03f0","1008","Hewlett-Packard","2001","8193","Floppy"
"03f0","1008","Hewlett-Packard","2002","8194","Hub"
"03f0","1008","Hewlett-Packard","2004","8196","DeskJet 640c"
"03f0","1008","Hewlett-Packard","2005","8197","ScanJet 3570c"
"03f0","1008","Hewlett-Packard","2012","8210","OfficeJet Pro K5400"
"03f0","1008","Hewlett-Packard","201d","8221","un2400 Gobi Wireless Modem (QDL mode)"
"03f0","1008","Hewlett-Packard","2039","8249","Cashdrawer"
"03f0","1008","Hewlett-Packard","2102","8450","PhotoSmart 7345"
"03f0","1008","Hewlett-Packard","2104","8452","DeskJet 630c"
"03f0","1008","Hewlett-Packard","2112","8466","OfficeJet Pro L7500"
"03f0","1008","Hewlett-Packard","211d","8477","Sierra MC5725 [ev2210]"
"03f0","1008","Hewlett-Packard","2202","8706","PhotoSmart 7600 series"
"03f0","1008","Hewlett-Packard","2205","8709","ScanJet 3500c"
"03f0","1008","Hewlett-Packard","2212","8722","OfficeJet Pro L7600"
"03f0","1008","Hewlett-Packard","2217","8727","color LaserJet 9500 MFP"
"03f0","1008","Hewlett-Packard","222a","8746","LaserJet Pro MFP M125nw"
"03f0","1008","Hewlett-Packard","2302","8962","PhotoSmart 7600 series"
"03f0","1008","Hewlett-Packard","2304","8964","DeskJet 656c"
"03f0","1008","Hewlett-Packard","2305","8965","ScanJet 3970c"
"03f0","1008","Hewlett-Packard","2311","8977","OfficeJet d series"
"03f0","1008","Hewlett-Packard","2312","8978","OfficeJet Pro L7700"
"03f0","1008","Hewlett-Packard","2317","8983","LaserJet 4350"
"03f0","1008","Hewlett-Packard","231d","8989","Broadcom 2070 Bluetooth Combo"
"03f0","1008","Hewlett-Packard","2402","9218","PhotoSmart 7700 series"
"03f0","1008","Hewlett-Packard","2404","9220","Deskjet F2280 series"
"03f0","1008","Hewlett-Packard","2405","9221","ScanJet 4070 PhotoSmart"
"03f0","1008","Hewlett-Packard","2417","9239","LaserJet 4250"
"03f0","1008","Hewlett-Packard","241d","9245","Gobi 2000 Wireless Modem (QDL mode)"
"03f0","1008","Hewlett-Packard","2424","9252","LP1965 19"" Monitor Hub"
"03f0","1008","Hewlett-Packard","2502","9474","PhotoSmart 7700 series"
"03f0","1008","Hewlett-Packard","2504","9476","DeskJet F4200 series"
"03f0","1008","Hewlett-Packard","2505","9477","ScanJet 3770"
"03f0","1008","Hewlett-Packard","2512","9490","OfficeJet Pro L7300 / Compaq LA2405 series monitor"
"03f0","1008","Hewlett-Packard","2514","9492","4-port hub"
"03f0","1008","Hewlett-Packard","2517","9495","LaserJet 2410"
"03f0","1008","Hewlett-Packard","251d","9501","Gobi 2000 Wireless Modem"
"03f0","1008","Hewlett-Packard","2524","9508","LP3065 30"" Monitor Hub"
"03f0","1008","Hewlett-Packard","2602","9730","PhotoSmart A520 series"
"03f0","1008","Hewlett-Packard","2605","9733","ScanJet 3800c"
"03f0","1008","Hewlett-Packard","2611","9745","OfficeJet 7100 series"
"03f0","1008","Hewlett-Packard","2617","9751","Color LaserJet 2820 series"
"03f0","1008","Hewlett-Packard","2624","9764","Pole Display (HP522 2 x 20 Line Display)"
"03f0","1008","Hewlett-Packard","2702","9986","PhotoSmart A620 series"
"03f0","1008","Hewlett-Packard","2704","9988","DeskJet 915"
"03f0","1008","Hewlett-Packard","2717","10007","Color LaserJet 2830"
"03f0","1008","Hewlett-Packard","2724","10020","Magnetic Stripe Reader IDRA-334133-HP"
"03f0","1008","Hewlett-Packard","2805","10245","Scanjet G2710"
"03f0","1008","Hewlett-Packard","2811","10257","PSC-2100"
"03f0","1008","Hewlett-Packard","2817","10263","Color LaserJet 2840"
